,WARD_PRECINCT_CODE,Year,VOTES CAST,BLANKS,BALLOTS CAST,Registered Voters,Voter Turnout
678,1802.0,2015.0,507,329,209,1453.0,0.35
679,1803.0,2015.0,657,319,244,1676.0,0.39
680,1804.0,2015.0,584,484,267,1679.0,0.35
681,1805.0,2015.0,581,619,300,1699.0,0.34
682,1806.0,2015.0,718,470,297,1854.0,0.39
683,1807.0,2015.0,677,467,286,1446.0,0.47
684,1808.0,2015.0,891,417,327,2565.0,0.35
685,1809.0,2015.0,714,346,265,1447.0,0.49
686,1810.0,2015.0,1009,495,376,2063.0,0.49
687,1811.0,2015.0,446,286,183,1387.0,0.32
688,1812.0,2015.0,705,463,292,1502.0,0.47
689,1813.0,2015.0,280,200,120,919.0,0.3
690,1814.0,2015.0,237,207,111,1002.0,0.24
691,1815.0,2015.0,577,423,250,1374.0,0.42
692,1816.0,2015.0,1117,655,443,1574.0,0.71
693,1817.0,2015.0,647,441,272,1505.0,0.43
694,1818.0,2015.0,766,626,348,1922.0,0.4
695,1819.0,2015.0,886,510,349,2404.0,0.37
696,1820.0,2015.0,1378,718,524,2015.0,0.68
697,1821.0,2015.0,702,462,291,1933.0,0.36
698,1822.0,2015.0,911,477,347,1594.0,0.57
699,1823.0,2015.0,366,338,176,1152.0,0.32
700,1901.0,2015.0,601,215,204,1324.0,0.45
701,1902.0,2015.0,1013,455,367,1508.0,0.67
702,1903.0,2015.0,540,168,177,1044.0,0.52
703,1904.0,2015.0,773,259,258,1536.0,0.5
704,1905.0,2015.0,773,299,268,1315.0,0.59
705,1906.0,2015.0,1031,357,347,1712.0,0.6
706,1907.0,2015.0,774,274,262,1721.0,0.45
707,1908.0,2015.0,595,177,193,821.0,0.72
708,1909.0,2015.0,420,140,140,818.0,0.51
709,1910.0,2015.0,951,429,345,1643.0,0.58
710,1911.0,2015.0,310,242,138,1409.0,0.22
711,1912.0,2015.0,892,476,342,1103.0,0.81
712,1913.0,2015.0,432,208,160,1140.0,0.38
713,2001.0,2015.0,684,256,235,1484.0,0.46
714,2002.0,2015.0,996,368,341,1689.0,0.59
715,2003.0,2015.0,573,307,220,1802.0,0.32
716,2004.0,2015.0,830,310,285,1135.0,0.73
717,2005.0,2015.0,826,410,309,1597.0,0.52
718,2006.0,2015.0,1066,454,380,1647.0,0.65
719,2007.0,2015.0,597,251,212,1017.0,0.59
720,2008.0,2015.0,619,241,215,1161.0,0.53
721,2009.0,2015.0,720,280,250,1297.0,0.56
722,2010.0,2015.0,946,390,334,1873.0,0.51
723,2011.0,2015.0,509,227,184,795.0,0.64
724,2012.0,2015.0,631,305,234,999.0,0.63
725,2013.0,2015.0,493,283,194,980.0,0.5
726,2014.0,2015.0,677,323,250,931.0,0.73
727,2015.0,2015.0,626,306,233,1905.0,0.33
728,2016.0,2015.0,845,455,325,1828.0,0.46
729,2017.0,2015.0,909,371,320,1859.0,0.49
730,2018.0,2015.0,638,290,232,984.0,0.65
731,2019.0,2015.0,585,303,222,990.0,0.59
732,2020.0,2015.0,651,289,235,1702.0,0.38
733,2101.0,2015.0,218,78,74,1656.0,0.13
734,2102.0,2015.0,45,11,14,1002.0,0.04
735,2103.0,2015.0,87,29,29,1267.0,0.07
736,2104.0,2015.0,51,25,19,985.0,0.05
737,2105.0,2015.0,159,45,51,1396.0,0.11
738,2106.0,2015.0,432,140,143,1068.0,0.4
739,2107.0,2015.0,165,55,55,1459.0,0.11
740,2108.0,2015.0,171,41,53,1645.0,0.1
741,2109.0,2015.0,222,70,73,1791.0,0.12
742,2110.0,2015.0,218,94,78,1304.0,0.17
743,2111.0,2015.0,183,69,63,1664.0,0.11
744,2112.0,2015.0,395,201,149,1512.0,0.26
745,2113.0,2015.0,1018,246,316,1953.0,0.52
746,2114.0,2015.0,102,22,31,938.0,0.11
747,2115.0,2015.0,120,40,40,1132.0,0.11
748,2116.0,2015.0,371,113,121,1515.0,0.24
749,2201.0,2015.0,451,149,150,1766.0,0.26
750,2202.0,2015.0,422,202,156,2091.0,0.2
751,2203.0,2015.0,413,187,150,1628.0,0.25
752,2204.0,2015.0,357,143,125,1085.0,0.33
753,2205.0,2015.0,182,98,70,1082.0,0.17
754,2206.0,2015.0,169,63,58,983.0,0.17
755,2207.0,2015.0,444,184,157,1461.0,0.3
756,2208.0,2015.0,319,141,115,1263.0,0.25
757,2209.0,2015.0,250,122,93,1236.0,0.2
758,2210.0,2015.0,491,189,170,1500.0,0.33
759,2211.0,2015.0,319,141,115,1057.0,0.3
760,2212.0,2015.0,368,184,138,1166.0,0.32
761,2213.0,2015.0,269,151,105,845.0,0.32
762,101.0,2017.0,1204,776,495,1397.0,0.86
763,102.0,2017.0,601,591,298,1035.0,0.58
764,103.0,2017.0,1565,1279,711,2379.0,0.66
765,104.0,2017.0,467,453,230,798.0,0.59
766,105.0,2017.0,806,614,355,1255.0,0.64
767,106.0,2017.0,619,633,313,1171.0,0.53
768,107.0,2017.0,713,647,340,1218.0,0.59
769,108.0,2017.0,930,978,477,1708.0,0.54
770,109.0,2017.0,670,706,344,1093.0,0.61
771,110.0,2017.0,353,419,193,742.0,0.48
772,111.0,2017.0,1099,1165,566,1425.0,0.77
773,112.0,2017.0,1130,1038,542,1365.0,0.83
774,113.0,2017.0,1243,1305,637,1916.0,0.65
775,114.0,2017.0,651,669,330,960.0,0.68
776,115.0,2017.0,0,0,0,18.0,0.0
777,201.0,2017.0,1848,1328,794,2209.0,0.84
778,202.0,2017.0,2001,1499,875,2985.0,0.67
779,203.0,2017.0,1450,890,585,1470.0,0.99
780,204.0,2017.0,1188,1004,548,1498.0,0.79
781,205.0,2017.0,1456,900,589,1580.0,0.92
782,206.0,2017.0,1955,1485,860,2022.0,0.97
783,207.0,2017.0,1326,958,571,1567.0,0.85
784,301.0,2017.0,2479,1949,1107,3033.0,0.82
785,302.0,2017.0,1008,844,463,1625.0,0.62
786,303.0,2017.0,1062,950,503,1807.0,0.59
787,304.0,2017.0,1151,1093,561,1786.0,0.64
788,305.0,2017.0,1804,832,659,3073.0,0.59
789,306.0,2017.0,2075,857,733,4266.0,0.49
790,307.0,2017.0,3196,1700,1224,3810.0,0.84
791,308.0,2017.0,3038,2186,1306,5709.0,0.53
792,401.0,2017.0,1766,914,670,1784.0,0.99
793,402.0,2017.0,1742,1050,698,3015.0,0.58
794,403.0,2017.0,1164,536,425,1247.0,0.93
795,404.0,2017.0,1224,636,465,1797.0,0.68
796,405.0,2017.0,820,552,343,1520.0,0.54
797,406.0,2017.0,704,404,277,1327.0,0.53
798,407.0,2017.0,689,315,251,1357.0,0.51
799,408.0,2017.0,663,389,263,1437.0,0.46
800,409.0,2017.0,270,214,121,1115.0,0.24
801,410.0,2017.0,188,56,61,781.0,0.24
802,501.0,2017.0,3127,1937,1266,4518.0,0.69
803,502.0,2017.0,651,365,254,1456.0,0.45
804,503.0,2017.0,1000,412,353,1697.0,0.59
805,504.0,2017.0,1070,410,370,2186.0,0.49
806,505.0,2017.0,614,334,237,680.0,0.9
807,506.0,2017.0,944,512,364,1809.0,0.52
808,507.0,2017.0,1283,673,489,2122.0,0.6
809,508.0,2017.0,1045,595,410,1909.0,0.55
810,509.0,2017.0,1299,501,450,2663.0,0.49
811,510.0,2017.0,788,368,289,1967.0,0.4
812,511.0,2017.0,901,411,328,1167.0,0.77
813,601.0,2017.0,2541,1355,974,5112.0,0.5
814,602.0,2017.0,848,656,376,1458.0,0.58
815,603.0,2017.0,1013,615,407,1989.0,0.51
816,604.0,2017.0,1124,808,483,1923.0,0.58
817,605.0,2017.0,1085,735,455,1736.0,0.62
818,606.0,2017.0,1182,998,545,1604.0,0.74
819,607.0,2017.0,1054,922,494,1751.0,0.6
820,608.0,2017.0,1089,819,477,1565.0,0.7
821,609.0,2017.0,931,1049,495,1505.0,0.62
822,701.0,2017.0,1142,1006,537,1324.0,0.86
823,702.0,2017.0,1246,982,557,1737.0,0.72
824,703.0,2017.0,1446,1230,669,2002.0,0.72
825,704.0,2017.0,930,774,426,1748.0,0.53
826,705.0,2017.0,895,693,397,1594.0,0.56
827,706.0,2017.0,796,672,367,1419.0,0.56
828,707.0,2017.0,650,626,319,1223.0,0.53
829,708.0,2017.0,797,599,349,1177.0,0.68
830,709.0,2017.0,838,462,325,1182.0,0.71
831,710.0,2017.0,648,468,279,1361.0,0.48
832,801.0,2017.0,727,621,337,1268.0,0.57
833,802.0,2017.0,1413,815,557,2781.0,0.51
834,803.0,2017.0,546,490,259,1540.0,0.35
835,804.0,2017.0,370,410,195,695.0,0.53
836,805.0,2017.0,697,783,370,1298.0,0.54
837,806.0,2017.0,266,214,120,476.0,0.56
838,807.0,2017.0,478,434,228,977.0,0.49
839,901.0,2017.0,1274,1250,631,1894.0,0.67
840,902.0,2017.0,1423,773,549,2220.0,0.64
841,903.0,2017.0,1454,1266,680,3040.0,0.48
842,904.0,2017.0,880,816,424,2123.0,0.41
843,905.0,2017.0,1438,1234,668,2035.0,0.71
844,1001.0,2017.0,602,434,259,964.0,0.62
845,1002.0,2017.0,422,318,185,944.0,0.45
846,1003.0,2017.0,420,244,166,968.0,0.43
847,1004.0,2017.0,807,781,397,1738.0,0.46
848,1005.0,2017.0,680,284,241,1175.0,0.58
849,1006.0,2017.0,650,526,294,1321.0,0.49
850,1007.0,2017.0,803,821,406,1842.0,0.44
851,1008.0,2017.0,1166,790,489,1814.0,0.64
852,1009.0,2017.0,1544,636,545,2038.0,0.76
853,1101.0,2017.0,711,377,272,905.0,0.79
854,1102.0,2017.0,1001,951,488,1542.0,0.65
855,1103.0,2017.0,691,593,321,1229.0,0.56
856,1104.0,2017.0,1357,879,559,2003.0,0.68
857,1105.0,2017.0,1088,748,459,1566.0,0.69
858,1106.0,2017.0,1223,561,446,1201.0,1.02
859,1107.0,2017.0,1481,635,529,1631.0,0.91
860,1108.0,2017.0,1694,634,582,1734.0,0.98
861,1109.0,2017.0,1188,448,409,987.0,1.2
862,1110.0,2017.0,1326,454,445,1368.0,0.97
863,1201.0,2017.0,1082,1090,543,1745.0,0.62
864,1202.0,2017.0,1089,1131,555,2165.0,0.5
865,1203.0,2017.0,612,648,315,934.0,0.66
866,1204.0,2017.0,642,578,305,1153.0,0.56
867,1205.0,2017.0,474,526,250,687.0,0.69
868,1206.0,2017.0,636,584,305,910.0,0.7
869,1207.0,2017.0,1243,1305,637,2503.0,0.5
870,1208.0,2017.0,376,396,193,805.0,0.47
871,1209.0,2017.0,642,574,304,1003.0,0.64
872,1301.0,2017.0,796,792,397,1513.0,0.53
873,1302.0,2017.0,293,227,130,607.0,0.48
874,1303.0,2017.0,502,482,246,1282.0,0.39
875,1304.0,2017.0,540,420,240,1078.0,0.5
876,1305.0,2017.0,564,500,266,1020.0,0.55
877,1306.0,2017.0,964,668,408,1356.0,0.71
878,1307.0,2017.0,1194,706,475,1461.0,0.82
879,1308.0,2017.0,947,581,382,1309.0,0.72
880,1309.0,2017.0,1018,594,403,1323.0,0.77
881,1310.0,2017.0,1999,1077,769,1643.0,1.22
882,1401.0,2017.0,937,859,449,2544.0,0.37
883,1402.0,2017.0,1200,1168,592,2539.0,0.47
884,1403.0,2017.0,646,474,280,1270.0,0.51
885,1404.0,2017.0,635,561,299,1523.0,0.42
886,1405.0,2017.0,546,418,241,1074.0,0.51
887,1406.0,2017.0,617,471,272,1069.0,0.58
888,1407.0,2017.0,499,441,235,1166.0,0.43
889,1408.0,2017.0,684,640,331,1142.0,0.6
890,1409.0,2017.0,398,510,227,1283.0,0.31
891,1410.0,2017.0,648,624,318,1319.0,0.49
892,1411.0,2017.0,730,322,263,1158.0,0.63
893,1412.0,2017.0,504,268,193,724.0,0.7
894,1413.0,2017.0,602,550,288,1098.0,0.55
895,1414.0,2017.0,638,614,313,1226.0,0.52
896,1501.0,2017.0,606,518,281,1585.0,0.38
897,1502.0,2017.0,389,391,195,1083.0,0.36
898,1503.0,2017.0,280,204,121,726.0,0.39
899,1504.0,2017.0,782,818,400,1980.0,0.39
900,1505.0,2017.0,614,550,291,1329.0,0.46
901,1506.0,2017.0,505,495,250,780.0,0.65
902,1507.0,2017.0,612,436,262,1082.0,0.57
903,1508.0,2017.0,640,356,249,978.0,0.65
904,1509.0,2017.0,685,379,266,1032.0,0.66
905,1601.0,2017.0,681,479,290,1142.0,0.6
906,1602.0,2017.0,717,495,303,872.0,0.82
907,1603.0,2017.0,939,613,388,1462.0,0.64
908,1604.0,2017.0,867,581,362,1293.0,0.67
909,1605.0,2017.0,1010,658,417,1408.0,0.72
910,1606.0,2017.0,1308,796,526,1827.0,0.72
911,1607.0,2017.0,1394,830,556,1239.0,1.13
912,1608.0,2017.0,1603,781,596,1409.0,1.14
913,1609.0,2017.0,1549,1131,670,1498.0,1.03
914,1610.0,2017.0,1107,661,442,1341.0,0.83
915,1611.0,2017.0,1575,837,603,1466.0,1.07
916,1612.0,2017.0,1683,1109,698,1192.0,1.41
917,1701.0,2017.0,557,507,266,1209.0,0.46
918,1702.0,2017.0,481,355,209,826.0,0.58
919,1703.0,2017.0,1287,865,538,1821.0,0.71
920,1704.0,2017.0,1485,1063,637,1827.0,0.81
921,1705.0,2017.0,376,408,196,877.0,0.43
922,1706.0,2017.0,941,595,384,1336.0,0.7
923,1707.0,2017.0,419,329,187,728.0,0.58
924,1708.0,2017.0,818,494,328,1210.0,0.68
925,1709.0,2017.0,909,471,345,904.0,1.01
926,1710.0,2017.0,950,778,432,1672.0,0.57
927,1711.0,2017.0,421,263,171,633.0,0.67
928,1712.0,2017.0,741,555,324,929.0,0.8
929,1713.0,2017.0,1352,720,518,1251.0,1.08
930,1714.0,2017.0,1355,577,483,1300.0,1.04
931,1801.0,2017.0,1372,1072,611,2168.0,0.63
932,1802.0,2017.0,854,674,382,1456.0,0.59
933,1803.0,2017.0,1078,866,486,1721.0,0.63
934,1804.0,2017.0,894,886,445,1753.0,0.51
935,1805.0,2017.0,1128,1052,545,1728.0,0.65
936,1806.0,2017.0,1449,947,599,1935.0,0.75
937,1807.0,2017.0,1087,717,451,1494.0,0.73
938,1808.0,2017.0,1643,1125,692,2617.0,0.63
939,1809.0,2017.0,1325,671,499,1472.0,0.9
940,1810.0,2017.0,2000,1004,751,2081.0,0.96
941,1811.0,2017.0,861,539,350,1418.0,0.61
942,1812.0,2017.0,1157,763,480,1530.0,0.76
943,1813.0,2017.0,570,430,250,916.0,0.62
944,1814.0,2017.0,598,450,262,1040.0,0.57
945,1815.0,2017.0,910,742,413,1460.0,0.62
946,1816.0,2017.0,1793,907,675,1636.0,1.1
947,1817.0,2017.0,1196,844,510,1565.0,0.76
948,1818.0,2017.0,1351,1129,620,1977.0,0.68
949,1819.0,2017.0,1742,1174,729,2526.0,0.69
950,1820.0,2017.0,1893,1171,766,2037.0,0.93
951,1821.0,2017.0,1237,943,545,1983.0,0.62
952,1822.0,2017.0,1617,907,631,1661.0,0.97
953,1823.0,2017.0,667,685,338,1386.0,0.48
954,1901.0,2017.0,1458,494,488,1344.0,1.08
955,1902.0,2017.0,1840,760,650,1529.0,1.2
956,1903.0,2017.0,1335,409,436,1071.0,1.25
957,1904.0,2017.0,1851,685,634,1537.0,1.2
958,1905.0,2017.0,1466,634,525,1306.0,1.12
959,1906.0,2017.0,2221,747,742,1736.0,1.28
960,1907.0,2017.0,1712,596,577,1735.0,0.99
961,1908.0,2017.0,1011,321,333,843.0,1.2
962,1909.0,2017.0,917,323,310,830.0,1.1
963,1910.0,2017.0,1623,777,600,1698.0,0.96
964,1911.0,2017.0,923,633,389,1624.0,0.57
965,1912.0,2017.0,1329,535,466,1186.0,1.12
966,1913.0,2017.0,812,504,329,1102.0,0.74
967,2001.0,2017.0,1451,761,553,1524.0,0.95
968,2002.0,2017.0,1578,686,566,1626.0,0.97
969,2003.0,2017.0,1207,793,500,1674.0,0.72
970,2004.0,2017.0,1568,616,546,1208.0,1.3
971,2005.0,2017.0,1406,942,587,1576.0,0.89
972,2006.0,2017.0,1877,791,667,1663.0,1.13
973,2007.0,2017.0,1190,502,423,1001.0,1.19
974,2008.0,2017.0,1175,505,420,1200.0,0.98
975,2009.0,2017.0,1361,503,466,1332.0,1.02
976,2010.0,2017.0,2027,809,709,1914.0,1.06
977,2011.0,2017.0,977,371,337,775.0,1.26
978,2012.0,2017.0,1180,528,427,1057.0,1.12
979,2013.0,2017.0,1025,475,375,966.0,1.06
980,2014.0,2017.0,1162,542,426,933.0,1.25
981,2015.0,2017.0,1527,885,603,1846.0,0.83
982,2016.0,2017.0,1525,943,617,1848.0,0.83
983,2017.0,2017.0,1870,942,703,1966.0,0.95
984,2018.0,2017.0,1055,445,375,998.0,1.06
985,2019.0,2017.0,1128,500,407,996.0,1.13
986,2020.0,2017.0,1440,780,555,1777.0,0.81
987,2101.0,2017.0,728,228,239,1774.0,0.41
988,2102.0,2017.0,151,45,49,1143.0,0.13
989,2103.0,2017.0,409,131,135,1356.0,0.3
990,2104.0,2017.0,359,177,134,1044.0,0.34
991,2105.0,2017.0,719,253,243,1585.0,0.45
992,2106.0,2017.0,812,324,284,1101.0,0.74
993,2107.0,2017.0,745,267,253,1491.0,0.5
994,2108.0,2017.0,795,249,261,1759.0,0.45
995,2109.0,2017.0,778,278,264,1772.0,0.44
996,2110.0,2017.0,797,479,319,1487.0,0.54
997,2111.0,2017.0,834,358,298,1715.0,0.49
998,2112.0,2017.0,874,590,366,1650.0,0.53
999,2113.0,2017.0,1517,631,537,2040.0,0.74
1000,2114.0,2017.0,521,107,157,996.0,0.52
1001,2115.0,2017.0,661,191,213,1235.0,0.54
1002,2116.0,2017.0,955,353,327,1553.0,0.61
1003,2201.0,2017.0,1108,608,429,1923.0,0.58
1004,2202.0,2017.0,1270,782,513,2322.0,0.55
1005,2203.0,2017.0,1129,587,429,1891.0,0.6
1006,2204.0,2017.0,944,444,347,1232.0,0.77
1007,2205.0,2017.0,489,363,213,1132.0,0.43
1008,2206.0,2017.0,695,297,248,1088.0,0.64
1009,2207.0,2017.0,1168,540,427,1605.0,0.73
1010,2208.0,2017.0,780,400,295,1282.0,0.61
1011,2209.0,2017.0,759,377,284,1328.0,0.57
1012,2210.0,2017.0,1080,484,391,1455.0,0.74
1013,2211.0,2017.0,648,412,265,1041.0,0.62
1014,2212.0,2017.0,739,397,284,1200.0,0.62
1015,2213.0,2017.0,648,400,262,930.0,0.7
